symbol,entry_utc,exit_utc,entry_price,exit_price,size_usd,qty,duration_h,exit_reason,signals,ad_class,peak_pct,net_pnl,pnl_pct
FTTUSDT,2025-01-01 08:00,2025-01-01 17:29,3.7346,3.9297999999999997,2500.0,669.4157339474107,9.5,TRAILING,RSI,ad_full,7.37,126.8219,5.073
ENSUSDT,2025-01-01 12:00,2025-01-02 00:29,32.74,35.0252,2479.38,75.72944505956018,12.5,TRAILING,RSI,ad_A_only,9.16,169.2081,6.825
RSRUSDT,2025-01-01 20:00,2025-01-01 21:14,0.013872,0.0144305,875.45,63109.42358668775,1.25,TRAILING,RSI+OBV,ad_A_only,6.15,33.907,3.873
HBARUSDT,2025-01-01 20:00,2025-01-02 00:29,0.29572,0.3038,875.45,2960.4150006578266,4.5,TRAILING,RSI+OBV,ad_A_only,4.83,22.589,2.58
USUALUSDT,2025-01-01 20:00,2025-01-02 00:29,0.9207,0.9407019999999999,875.45,950.8568741115809,4.5,TRAILING,MACD+RSI,ad_A_only,4.26,17.6916,2.021
CVCUSDT,2025-01-02 00:00,2025-01-02 00:29,0.1899,0.182304,512.03,2696.329862174156,0.5,STOP_LOSS,RSI+OBV,ad_full,0.05,-21.234,-4.147
ONEUSDT,2025-01-02 00:00,2025-01-02 01:44,0.02774,0.0280182,395.89,14271.53830921978,1.75,TRAILING,RSI+OBV,ad_A_only,3.06,3.3735,0.852
PEPEUSDT,2025-01-02 04:00,2025-01-02 04:59,1.982e-05,2.0452599999999998e-05,1250.18,63076840.997498654,1.0,TRAILING,MACD,ad_A_only,5.3,37.9972,3.039
AGLDUSDT,2025-01-02 04:00,2025-01-02 07:14,2.564,2.46144,852.25,332.3888693169464,3.25,STOP_LOSS,RSI+OBV,ad_full,1.13,-35.3426,-4.147
LPTUSDT,2025-01-02 04:00,2025-01-02 10:44,15.428,15.877960000000002,729.49,47.28362611554793,6.75,TRAILING,MACD+RSI,ad_A_only,5.02,20.1655,2.764
AAVEUSDT,2025-01-02 04:00,2025-01-02 14:14,323.02,331.15180000000004,1250.18,3.870295921523198,10.25,TRAILING,RSI+OBV,ad_A_only,4.61,29.5736,2.366
BTCUSDT,2025-01-02 04:00,2025-01-03 04:14,95010.33,96962.4,1250.18,0.013158390130530263,24.25,TIME_24H,MACD,ad_A_only,2.98,23.7916,1.903
ONEUSDT,2025-01-02 08:00,2025-01-02 14:44,0.02869,0.0292236,2102.66,73288.92962810899,6.75,TRAILING,RSI+OBV,ad_A_only,3.94,35.9237,1.708
WBTCUSDT,2025-01-02 16:00,2025-01-03 16:14,96234.88,97448.86,2719.87,0.028262813395026832,24.25,TIME_24H,MACD,ad_A_only,1.36,30.205,1.111
LPTUSDT,2025-01-02 20:00,2025-01-03 00:14,16.207,16.39834,1447.25,89.2980935296022,4.25,TRAILING,MACD+RSI,ad_A_only,3.25,14.9026,1.03
SANDUSDT,2025-01-03 04:00,2025-01-03 09:29,0.5906,0.604856,731.05,1237.8097851930997,5.5,TRAILING,MACD,ad_A_only,4.5,16.5364,2.262
ONEUSDT,2025-01-03 04:00,2025-01-03 17:14,0.02873,0.0320166,731.05,25445.543304387218,13.25,TRAILING,RSI+OBV,ad_A_only,13.71,82.47,11.281
DASHUSDT,2025-01-03 12:00,2025-01-03 18:14,41.39,43.0122,922.29,22.28285085575068,6.25,TRAILING,RSI+OBV,ad_A_only,6.04,34.7367,3.766
VANRYUSDT,2025-01-03 12:00,2025-01-03 19:59,0.1248,0.130732,1099.51,8810.183299392495,8.0,TRAILING,MACD+RSI,ad_A_only,6.89,50.5735,4.6
CVXUSDT,2025-01-03 20:00,2025-01-03 20:44,5.566,5.63402,849.83,152.68308583566295,0.75,TRAILING,MACD,ad_A_only,3.29,9.103,1.071
TIAUSDT,2025-01-03 20:00,2025-01-04 00:14,5.434,5.51152,1205.68,221.87634311840094,4.25,TRAILING,RSI+OBV,ad_D_only,3.5,15.3784,1.276
AXSUSDT,2025-01-03 20:00,2025-01-04 20:14,7.102,7.023,1205.68,169.7657066326937,24.25,TIME_24H,MACD+RSI,ad_D_only,0.94,-15.2099,-1.262
LUNAUSDT,2025-01-03 20:00,2025-01-04 20:14,0.4732,0.4664,1205.68,2547.920643502516,24.25,TIME_24H,RSI,ad_D_only,0.93,-19.1214,-1.586
CELOUSDT,2025-01-03 20:00,2025-01-04 20:14,0.7124,0.7162,1205.68,1692.414442034518,24.25,TIME_24H,RSI,ad_D_only,1.73,4.6178,0.383
ETCUSDT,2025-01-04 00:00,2025-01-05 00:14,28.44,28.56,855.3,30.07381922103647,24.25,TIME_24H,MACD+RSI,ad_full,1.41,2.3232,0.272
ARBUSDT,2025-01-04 04:00,2025-01-04 12:29,0.8346,0.843584,1221.26,1463.286144917473,8.5,TRAILING,RSI+OBV,ad_full,3.14,11.3044,0.926
GASUSDT,2025-01-04 16:00,2025-01-05 16:14,5.039,5.089,1232.52,244.59627707288615,24.25,TIME_24H,RSI+OBV,ad_full,2.42,10.3719,0.842
YFIUSDT,2025-01-05 00:00,2025-01-06 00:14,8845.0,8890.0,1196.4,0.13526315268118022,24.25,TIME_24H,RSI+OBV,ad_A_only,2.02,4.2877,0.358
HOTUSDT,2025-01-05 00:00,2025-01-06 00:14,0.002587,0.002577,1196.4,462467.17644570506,24.25,TIME_24H,RSI+OBV,ad_full,1.58,-6.4158,-0.536
RSRUSDT,2025-01-05 00:00,2025-01-06 00:14,0.01709,0.016621,1196.4,70006.00266032995,24.25,TIME_24H,MACD,ad_full,0.44,-34.6028,-2.892
ZILUSDT,2025-01-05 04:00,2025-01-06 04:14,0.02299,0.02354,855.57,37214.92679580188,24.25,TIME_24H,RSI+OBV,ad_full,3.09,19.1695,2.241
POLYXUSDT,2025-01-06 00:00,2025-01-06 14:29,0.3019,0.305368,1243.14,4117.705393046476,14.5,TRAILING,RSI+OBV,ad_full,3.21,12.4048,0.998
COTIUSDT,2025-01-06 04:00,2025-01-06 17:29,0.13566,0.13720000000000002,740.38,5457.58014809853,13.5,TRAILING,MACD,ad_full,3.2,7.2878,0.984
EGLDUSDT,2025-01-06 04:00,2025-01-06 17:44,37.95,38.5042,1407.0,37.074996070350196,13.75,TRAILING,RSI,ad_full,3.53,18.4211,1.309
IOSTUSDT,2025-01-06 04:00,2025-01-06 17:44,0.007399,0.0076538,1407.0,190160.30556423706,13.75,TRAILING,RSI,ad_full,5.55,46.306,3.291
ARDRUSDT,2025-01-06 08:00,2025-01-07 08:14,0.10127,0.10082,872.65,8617.085773970739,24.25,TIME_24H,RSI+OBV,ad_full,2.43,-5.1838,-0.594
SCRTUSDT,2025-01-06 16:00,2025-01-06 22:14,0.5473,0.525408,1255.77,2294.4826415459415,6.25,STOP_LOSS,RSI+OBV,ad_full,1.22,-52.0768,-4.147
QTUMUSDT,2025-01-06 20:00,2025-01-07 11:59,3.604,3.45984,1057.58,293.44725744404303,16.0,STOP_LOSS,RSI,ad_full,0.25,-43.858,-4.147
BTCUSDT,2025-01-06 20:00,2025-01-07 15:44,101817.22,97744.5312,1285.12,0.012621862556981781,19.75,STOP_LOSS,MACD,ad_full,0.89,-53.294,-4.147
WBTCUSDT,2025-01-06 20:00,2025-01-07 15:59,101431.17,97373.92319999999,1285.12,0.012669901735077852,20.0,STOP_LOSS,MACD,ad_full,0.92,-53.294,-4.147
POLYXUSDT,2025-01-07 00:00,2025-01-07 15:14,0.3058,0.293568,1202.12,3931.0545065707556,15.25,STOP_LOSS,RSI+OBV,ad_full,1.6,-49.8518,-4.147
IOSTUSDT,2025-01-08 00:00,2025-01-08 06:29,0.006813,0.0065404799999999996,1833.75,269154.5673567601,6.5,STOP_LOSS,RSI,ad_D_only,1.19,-76.0456,-4.147
KSMUSDT,2025-01-08 00:00,2025-01-08 06:44,32.52,31.2192,1833.75,56.388378456383954,6.75,STOP_LOSS,MACD,ad_D_only,1.41,-76.0456,-4.147
ETCUSDT,2025-01-08 00:00,2025-01-08 17:14,25.9,24.863999999999997,1833.75,70.80116090353692,17.25,STOP_LOSS,MACD+RSI,ad_D_only,1.54,-76.0456,-4.147
STEEMUSDT,2025-01-08 08:00,2025-01-08 09:44,0.2884,0.29272600000000004,1218.74,4225.871100927273,1.75,TRAILING,RSI+OBV,ad_full,3.57,16.4393,1.349
PHAUSDT,2025-01-08 12:00,2025-01-08 12:29,0.345,0.35084,724.07,2098.7404109243357,0.5,TRAILING,RSI,ad_A_only,3.77,11.1614,1.541
CELOUSDT,2025-01-08 16:00,2025-01-08 17:29,0.6544,0.628224,1834.4,2803.174045803939,1.5,STOP_LOSS,RSI,ad_D_only,0.06,-76.0724,-4.147
POWRUSDT,2025-01-08 16:00,2025-01-08 18:44,0.2878,0.29302,1707.71,5933.666234366878,2.75,TRAILING,RSI+OBV,ad_D_only,3.89,28.3889,1.662
STEEMUSDT,2025-01-09 00:00,2025-01-09 00:14,0.3107,0.32173399999999996,2626.98,8455.039146169607,0.25,TRAILING,MACD+RSI,ad_full,5.66,89.2825,3.399
CRVUSDT,2025-01-09 00:00,2025-01-09 02:14,0.8585,0.8688680000000001,2626.98,3059.9658272741954,2.25,TRAILING,RSI+OBV,ad_A_only,3.27,27.7615,1.057
ICPUSDT,2025-01-09 04:00,2025-01-09 10:44,10.81,10.3776,1790.19,165.6048822818577,6.75,STOP_LOSS,RSI+OBV,ad_D_only,0.2,-74.2391,-4.147
TFUELUSDT,2025-01-09 04:00,2025-01-09 11:29,0.06822,0.069972,1790.19,26241.406881660536,7.5,TRAILING,RSI+OBV,ad_D_only,4.66,43.2552,2.416
BATUSDT,2025-01-09 04:00,2025-01-09 19:59,0.2504,0.24038400000000001,1790.19,7149.316203941221,16.0,STOP_LOSS,RSI+OBV,ad_D_only,2.84,-74.2391,-4.147
STGUSDT,2025-01-09 16:00,2025-01-09 20:14,0.434,0.41663999999999995,2679.23,6173.335454277511,4.25,STOP_LOSS,RSI,ad_full,1.91,-111.1076,-4.147
MOVEUSDT,2025-01-09 20:00,2025-01-10 13:14,0.9026,0.8664959999999999,2584.51,2863.4039105892484,17.25,STOP_LOSS,RSI+OBV,ad_A_only,1.85,-107.1796,-4.147
SYNUSDT,2025-01-10 00:00,2025-01-10 05:44,0.5792,0.585158,350.93,605.8951899412782,5.75,TRAILING,RSI+OBV,ad_D_only,3.09,3.0808,0.878
ARBUSDT,2025-01-10 00:00,2025-01-10 11:29,0.7432,0.75901,739.22,994.650588221437,11.5,TRAILING,RSI+OBV,ad_D_only,4.21,14.6048,1.976
AVAXUSDT,2025-01-10 00:00,2025-01-10 13:44,36.2,37.1714,739.22,20.420561247684308,13.75,TRAILING,RSI+OBV,ad_D_only,4.78,18.7128,2.531
XRPUSDT,2025-01-10 00:00,2025-01-11 00:14,2.2722,2.344,739.22,325.3341770821987,24.25,TIME_24H,RSI+OBV,ad_A_only,4.3,22.2326,3.008
KAVAUSDT,2025-01-10 12:00,2025-01-10 13:44,0.5181,0.497376,1106.67,2136.0228168651274,1.75,STOP_LOSS,MACD+RSI,ad_full,0.14,-45.8937,-4.147
SANDUSDT,2025-01-10 16:00,2025-01-10 17:59,0.5809,0.5869219999999999,1074.76,1850.1604932335351,2.0,TRAILING,RSI+OBV,ad_D_only,3.1,9.5212,0.886
ANKRUSDT,2025-01-10 16:00,2025-01-10 20:44,0.03641,0.0369068,1074.76,29518.215614374087,4.75,TRAILING,MACD,ad_D_only,3.43,13.0415,1.213
ZILUSDT,2025-01-10 16:00,2025-01-10 22:14,0.02139,0.021854,1074.76,50245.82657874523,6.25,TRAILING,MACD+RSI,ad_D_only,4.25,21.6844,2.018
QTUMUSDT,2025-01-10 16:00,2025-01-10 22:14,3.237,3.29182,1074.76,332.0229318873526,6.25,TRAILING,MACD,ad_D_only,3.77,16.5757,1.542
HIVEUSDT,2025-01-11 04:00,2025-01-11 04:44,0.5514,0.5623239999999999,1671.45,3031.282583409747,0.75,TRAILING,RSI+OBV,ad_full,4.06,30.5817,1.83
ARKUSDT,2025-01-11 04:00,2025-01-11 07:14,0.6361,0.648466,1725.05,2711.9198066042927,3.25,TRAILING,RSI,ad_full,4.02,30.9229,1.793
POLYXUSDT,2025-01-11 04:00,2025-01-12 02:14,0.2852,0.288904,1725.05,6048.570087591131,22.25,TRAILING,MACD+RSI,ad_D_only,3.37,19.7995,1.148
DEXEUSDT,2025-01-11 12:00,2025-01-11 23:14,15.961,16.13864,602.88,37.77237453142794,11.25,TRAILING,MACD,ad_A_only,3.18,5.8005,0.962
AGLDUSDT,2025-01-11 16:00,2025-01-11 16:14,2.206,2.2295,2156.04,977.3526214939479,0.25,TRAILING,MACD,ad_A_only,3.13,19.7165,0.914
SANDUSDT,2025-01-12 00:00,2025-01-12 22:14,0.6043,0.580128,1180.47,1953.456315790933,22.25,STOP_LOSS,RSI+OBV,ad_full,0.63,-48.9542,-4.147
FLOWUSDT,2025-01-12 00:00,2025-01-12 22:14,0.747,0.71712,1120.96,1500.616401211947,22.25,STOP_LOSS,MACD,ad_D_only,1.2,-46.4862,-4.147
WLDUSDT,2025-01-12 00:00,2025-01-12 22:29,2.192,2.10432,1180.47,538.537249832327,22.5,STOP_LOSS,MACD+RSI,ad_D_only,0.64,-48.9542,-4.147
PENGUUSDT,2025-01-12 20:00,2025-01-13 00:44,0.033007,0.03339938,1743.46,52821.06106726046,4.75,TRAILING,MACD+RSI,ad_A_only,3.25,18.0952,1.038
BTCUSDT,2025-01-13 04:00,2025-01-13 12:44,94269.23,90498.46079999999,2560.68,0.027163440952698157,8.75,STOP_LOSS,RSI+OBV,ad_A_only,0.68,-106.1913,-4.147
NEOUSDT,2025-01-14 00:00,2025-01-14 01:14,14.37,14.621599999999999,1015.84,70.69148914817251,1.25,TRAILING,RSI+OBV,ad_D_only,3.83,16.2489,1.6
KNCUSDT,2025-01-14 00:00,2025-01-14 09:29,0.5639,0.57036,1015.84,1801.4483047689998,9.5,TRAILING,RSI+OBV,ad_D_only,3.21,10.1049,0.995
ICXUSDT,2025-01-14 00:00,2025-01-14 13:44,0.1816,0.185122,933.01,5137.71151068162,13.75,TRAILING,RSI+OBV,ad_D_only,4.02,16.6819,1.788
ANKRUSDT,2025-01-14 00:00,2025-01-14 16:14,0.03491,0.035348599999999994,1015.84,29098.73099568144,16.25,TRAILING,RSI+OBV,ad_D_only,3.32,11.2294,1.105
QTUMUSDT,2025-01-14 00:00,2025-01-14 16:14,3.093,3.13894,1015.84,328.4308758678432,16.25,TRAILING,RSI+OBV,ad_D_only,3.56,13.553,1.334
XRPUSDT,2025-01-14 04:00,2025-01-14 20:14,2.5334,2.646,1029.05,406.19343814971086,16.25,TRAILING,RSI+OBV,ad_full,6.58,44.1595,4.291
STRAXUSDT,2025-01-14 16:00,2025-01-15 00:14,0.0771,0.07909580000000001,988.11,12815.945051724235,8.25,TRAILING,RSI+OBV,ad_A_only,4.68,24.0767,2.437
WBTCUSDT,2025-01-14 16:00,2025-01-15 16:14,96278.03,99114.77,988.11,0.01026308248608679,24.25,TIME_24H,MACD+RSI,ad_A_only,3.33,27.6097,2.794
DEXEUSDT,2025-01-14 20:00,2025-01-14 22:44,16.277,16.57376,1391.02,85.45911804220442,2.75,TRAILING,RSI+OBV,ad_A_only,3.9,23.2553,1.672
TWTUSDT,2025-01-15 00:00,2025-01-15 09:14,1.2041,1.22304,2574.46,2138.0752494177673,9.25,TRAILING,MACD,ad_A_only,3.65,36.6031,1.422
DOGEUSDT,2025-01-15 04:00,2025-01-15 12:29,0.36316,0.3486336,1589.84,4377.794224180785,8.5,STOP_LOSS,MACD+RSI,ad_full,0.61,-65.9307,-4.147
BCHUSDT,2025-01-15 16:00,2025-01-16 00:44,446.0,454.23,1334.5,2.9921460974081056,8.75,TRAILING,RSI+OBV,ad_D_only,3.92,22.6051,1.694
TWTUSDT,2025-01-15 16:00,2025-01-16 08:59,1.2071,1.2199039999999999,1334.5,1105.5398553922748,17.0,TRAILING,MACD,ad_A_only,3.12,12.143,0.91
TUSDT,2025-01-15 16:00,2025-01-16 16:14,0.02971,0.02992,944.18,31779.951961519913,24.25,TIME_24H,RSI+OBV,ad_D_only,2.36,5.2525,0.556
OSMOUSDT,2025-01-15 16:00,2025-01-16 16:14,0.4694,0.4748,523.83,1115.946913999502,24.25,TIME_24H,RSI+OBV,ad_D_only,2.62,5.2359,1.0
IOSTUSDT,2025-01-16 00:00,2025-01-16 00:44,0.007881,0.00756576,1013.26,128570.32242999604,0.75,STOP_LOSS,MACD,ad_full,0.03,-42.02,-4.147
STEEMUSDT,2025-01-16 04:00,2025-01-16 08:59,0.2682,0.257472,2329.41,8685.365170833424,5.0,STOP_LOSS,MACD,ad_A_only,0.0,-96.6008,-4.147
BCHUSDT,2025-01-16 20:00,2025-01-17 20:14,468.3,498.4,2539.68,5.423200373072083,24.25,TIME_24H,RSI+OBV,ad_D_only,6.75,159.3064,6.273
QNTUSDT,2025-01-17 00:00,2025-01-17 09:44,119.0,121.226,1015.91,8.537068965776697,9.75,TRAILING,MACD,ad_full,3.95,17.4654,1.719
YFIUSDT,2025-01-17 00:00,2025-01-17 12:44,8212.0,8590.68,1015.91,0.12371057074128435,12.75,TRAILING,MACD+RSI,ad_D_only,6.75,45.2877,4.458
PUNDIXUSDT,2025-01-17 00:00,2025-01-18 00:14,0.499,0.5071,486.92,975.7857007149577,24.25,TIME_24H,MACD,ad_full,2.14,7.1676,1.472
HIVEUSDT,2025-01-17 12:00,2025-01-17 15:29,0.5022,0.509502,1032.19,2055.332961496967,3.5,TRAILING,MACD,ad_A_only,3.52,13.4485,1.303
QNTUSDT,2025-01-17 16:00,2025-01-18 03:29,118.7,120.05,1155.1,9.731270093648476,11.5,TRAILING,MACD,ad_full,3.2,11.3947,0.986
MBLUSDT,2025-01-17 16:00,2025-01-18 07:14,0.003585,0.0034416,952.27,265626.97222251666,15.25,STOP_LOSS,MACD,ad_full,1.79,-39.4907,-4.147
YFIUSDT,2025-01-18 00:00,2025-01-18 04:29,8720.0,8371.199999999999,1349.36,0.15474293165239045,4.5,STOP_LOSS,MACD+RSI,ad_full,0.69,-55.9579,-4.147
WBTCUSDT,2025-01-18 00:00,2025-01-19 00:14,103774.29,104024.56,1349.36,0.013002819523109672,24.25,TIME_24H,MACD+RSI,ad_full,0.91,1.2277,0.091
AGLDUSDT,2025-01-18 04:00,2025-01-18 06:59,2.025,1.944,869.91,429.5843132368039,3.0,STOP_LOSS,RSI,ad_A_only,1.14,-36.0751,-4.147
STGUSDT,2025-01-18 04:00,2025-01-18 07:59,0.4039,0.387744,789.81,1955.468433394652,4.0,STOP_LOSS,MACD+RSI,ad_A_only,0.62,-32.7536,-4.147
BONKUSDT,2025-01-18 16:00,2025-01-18 16:14,3.417e-05,3.577e-05,2584.08,75624091.35505459,0.25,TRAILING,MACD,ad_full,6.82,117.0317,4.529
PEPEUSDT,2025-01-19 04:00,2025-01-19 07:29,1.856e-05,1.7817599999999997e-05,2633.8,141907166.2702935,3.5,STOP_LOSS,MACD,ad_D_only,0.16,-109.2236,-4.147
WLDUSDT,2025-01-19 04:00,2025-01-19 08:29,2.2,2.112,2633.8,1197.1804572621122,4.5,STOP_LOSS,RSI+OBV,ad_D_only,0.68,-109.2236,-4.147
FIDAUSDT,2025-01-19 08:00,2025-01-19 08:14,0.2889,0.29272600000000004,2523.02,8733.177889564844,0.25,TRAILING,MACD,ad_D_only,3.39,29.6036,1.173
KAIAUSDT,2025-01-20 04:00,2025-01-20 06:59,0.2119,0.219716,2549.29,12030.62358731754,3.0,TRAILING,RSI,ad_D_only,5.8,90.1369,3.536
XECUSDT,2025-01-20 08:00,2025-01-20 12:29,3.537e-05,3.39552e-05,1033.85,29229615.44326857,4.5,STOP_LOSS,RSI+OBV,ad_D_only,0.88,-42.8738,-4.147
OPUSDT,2025-01-20 08:00,2025-01-20 12:29,1.809,1.73664,1033.85,571.5044213534601,4.5,STOP_LOSS,RSI,ad_D_only,1.27,-42.8738,-4.147
SHIBUSDT,2025-01-20 08:00,2025-01-20 16:14,2.141e-05,2.05536e-05,1033.85,48288253.069986425,8.25,STOP_LOSS,RSI+OBV,ad_D_only,1.35,-42.8738,-4.147
SFPUSDT,2025-01-20 08:00,2025-01-20 16:14,0.7151,0.6864959999999999,1033.85,1445.7439494174373,8.25,STOP_LOSS,RSI,ad_D_only,0.64,-42.8738,-4.147
AUDIOUSDT,2025-01-20 08:00,2025-01-20 16:14,0.1436,0.137856,1033.85,7199.5229681644105,8.25,STOP_LOSS,RSI,ad_D_only,1.53,-42.8738,-4.147
DEXEUSDT,2025-01-21 00:00,2025-01-21 17:59,18.78,19.20114,2487.17,132.43732867101406,18.0,TRAILING,MACD,ad_full,4.33,52.0021,2.091
XRPUSDT,2025-01-21 04:00,2025-01-21 19:44,3.1035,3.18108,2466.66,794.7996939256176,15.75,TRAILING,MACD,ad_full,4.59,57.9143,2.348
BONKUSDT,2025-01-21 20:00,2025-01-21 21:29,3.402e-05,3.43784e-05,2542.13,74724609.85446943,1.5,TRAILING,RSI+OBV,ad_D_only,3.12,22.948,0.903
HFTUSDT,2025-01-21 20:00,2025-01-22 11:14,0.1916,0.201292,2434.18,12704.490723513007,15.25,TRAILING,RSI+OBV,ad_D_only,7.2,119.3883,4.905
SPELLUSDT,2025-01-23 20:00,2025-01-23 20:14,0.0009715,0.0009970519999999998,600.51,618126.8961374551,0.25,TRAILING,RSI+OBV,ad_full,4.72,14.8818,2.478
AMPUSDT,2025-01-23 20:00,2025-01-23 20:29,0.007681,0.00775376,1199.39,156150.59194106786,0.5,TRAILING,RSI+OBV,ad_D_only,3.01,9.5539,0.797
HOTUSDT,2025-01-24 00:00,2025-01-24 02:59,0.002291,0.00219936,2284.2,997031.0792706946,3.0,STOP_LOSS,MACD,ad_D_only,0.57,-94.7257,-4.147
LDOUSDT,2025-01-24 08:00,2025-01-24 14:14,1.999,2.07172,1712.32,856.5903940677449,6.25,TRAILING,RSI+OBV,ad_full,5.75,59.676,3.485
JTOUSDT,2025-01-24 08:00,2025-01-24 20:44,2.938,2.82048,1712.32,582.8196724783602,12.75,STOP_LOSS,RSI+OBV,ad_D_only,1.6,-71.0101,-4.147
AAVEUSDT,2025-01-24 08:00,2025-01-24 23:14,348.34,334.40639999999996,1712.32,4.915669167311886,15.25,STOP_LOSS,RSI+OBV,ad_full,2.65,-71.0101,-4.147
NEARUSDT,2025-01-25 00:00,2025-01-26 00:14,5.003,4.929,2536.98,507.0922077553365,24.25,TIME_24H,RSI+OBV,ad_D_only,0.48,-41.3022,-1.628
DEXEUSDT,2025-01-25 08:00,2025-01-25 21:29,19.458,19.73622,1473.65,75.73516717160554,13.5,TRAILING,RSI,ad_full,3.5,18.8448,1.279
CFXUSDT,2025-01-26 04:00,2025-01-27 01:14,0.152,0.14592,2525.75,16616.800099269807,21.25,STOP_LOSS,MACD+RSI,ad_D_only,1.78,-104.743,-4.147
JOEUSDT,2025-01-26 20:00,2025-01-26 23:14,0.369,0.35424,2243.42,6079.738989089157,3.25,STOP_LOSS,RSI+OBV,ad_D_only,0.11,-93.0348,-4.147
BELUSDT,2025-01-28 12:00,2025-01-28 12:44,0.659,0.63264,2426.86,3682.6475322165948,0.75,STOP_LOSS,RSI+OBV,ad_D_only,1.88,-100.6421,-4.147
SANTOSUSDT,2025-01-29 04:00,2025-01-29 12:14,3.179,3.22518,2376.54,747.5758677836361,8.25,TRAILING,MACD,ad_D_only,3.52,30.9323,1.302
SKLUSDT,2025-01-29 08:00,2025-01-29 10:14,0.05701,0.057663200000000005,2356.94,41342.63957766874,2.25,TRAILING,RSI,ad_D_only,3.21,23.4493,0.995
LINKUSDT,2025-01-29 16:00,2025-01-29 19:44,22.76,23.3044,2403.73,105.61223760361202,3.75,TRAILING,MACD,ad_A_only,4.48,53.8466,2.24
VTHOUSDT,2025-02-01 04:00,2025-02-01 04:14,0.006056,0.00627494,656.71,108439.4365907809,0.25,TRAILING,MACD,ad_full,5.73,22.7389,3.463
JASMYUSDT,2025-02-01 08:00,2025-02-01 08:14,0.03358,0.03403539999999999,2442.03,72722.6696650824,0.25,TRAILING,MACD,ad_full,3.42,29.43,1.205
QTUMUSDT,2025-02-02 00:00,2025-02-02 00:14,3.79,3.92196,2456.74,648.2169550360894,0.25,TRAILING,MACD,ad_full,5.59,81.7894,3.329
BELUSDT,2025-02-02 08:00,2025-02-02 08:59,0.7949,0.8086960000000001,2488.27,3130.2941777484143,1.0,TRAILING,RSI+OBV,ad_full,3.81,39.4207,1.584
RAYUSDT,2025-02-02 08:00,2025-02-02 11:44,6.207,5.95872,2488.27,400.8813987259892,3.75,STOP_LOSS,MACD,ad_A_only,1.5,-103.1886,-4.147
BELUSDT,2025-02-03 00:00,2025-02-03 00:59,0.7566,0.764988,2465.75,3258.9916153746694,1.0,TRAILING,MACD+RSI,ad_full,3.17,23.6173,0.958
DEXEUSDT,2025-02-03 08:00,2025-02-03 08:44,23.177,22.24992,2477.56,106.89742853160831,0.75,STOP_LOSS,RSI+OBV,ad_A_only,0.4,-102.7445,-4.147
SPELLUSDT,2025-02-04 00:00,2025-02-04 03:44,0.0011464,0.001100544,2216.97,1933856.1377040867,3.75,STOP_LOSS,RSI+OBV,ad_A_only,0.12,-91.9379,-4.147
JTOUSDT,2025-02-04 16:00,2025-02-04 19:59,3.083,3.234,2380.22,772.0468799101262,4.0,TRAILING,MACD,ad_full,7.04,112.9213,4.744
DEXEUSDT,2025-02-07 20:00,2025-02-08 20:14,20.404,19.961,755.18,37.01117092945741,24.25,TIME_24H,RSI+OBV,ad_A_only,3.0,-17.5164,-2.32
VTHOUSDT,2025-02-08 04:00,2025-02-09 04:14,0.004435,0.004405,2436.4,549356.9327326089,24.25,TIME_24H,MACD+RSI,ad_A_only,1.47,-20.1229,-0.826
ADAUSDT,2025-02-14 00:00,2025-02-15 00:14,0.8107,0.7969,2417.86,2982.43679239133,24.25,TIME_24H,MACD,ad_D_only,2.29,-44.7536,-1.851
POWRUSDT,2025-02-17 12:00,2025-02-18 01:14,0.2374,0.227904,2395.48,10090.500133546158,13.25,STOP_LOSS,MACD,ad_D_only,2.91,-99.3408,-4.147
QTUMUSDT,2025-02-17 20:00,2025-02-18 04:44,3.318,3.44764,2375.73,716.0122724436735,8.75,TRAILING,RSI+OBV,ad_D_only,6.03,89.1906,3.754
DEXEUSDT,2025-02-18 04:00,2025-02-18 14:59,18.375,17.64,2296.53,124.98129355888202,11.0,STOP_LOSS,MACD,ad_A_only,0.09,-95.2372,-4.147
XVSUSDT,2025-02-18 20:00,2025-02-18 20:44,8.5,8.16,2342.79,275.6224811705254,0.75,STOP_LOSS,RSI+OBV,ad_full,0.82,-97.1555,-4.147
ARKUSDT,2025-02-19 04:00,2025-02-19 04:14,0.4633,0.46843999999999997,1523.74,3288.884116500096,0.25,TRAILING,RSI+OBV,ad_D_only,3.17,14.6066,0.959
SUSDT,2025-02-19 04:00,2025-02-19 07:14,0.6252,0.63896,1523.74,2437.204112563171,3.25,TRAILING,MACD,ad_full,4.29,31.2252,2.049
JTOUSDT,2025-02-19 04:00,2025-02-19 12:44,2.641,2.71264,1523.74,576.9557028301758,8.75,TRAILING,RSI+OBV,ad_D_only,4.81,39.0165,2.561
ADAUSDT,2025-02-19 12:00,2025-02-20 12:14,0.7746,0.7911,2316.56,2990.650381299892,24.25,TIME_24H,RSI,ad_D_only,2.66,45.8339,1.979
TWTUSDT,2025-02-20 16:00,2025-02-21 15:29,1.0335,1.058596,2359.55,2283.0714841495887,23.5,TRAILING,RSI+OBV,ad_full,4.52,53.7137,2.276
HBARUSDT,2025-02-21 12:00,2025-02-21 17:44,0.22408,0.2151168,2340.09,10443.121615001894,5.75,STOP_LOSS,RSI+OBV,ad_D_only,2.68,-97.0437,-4.147
